eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
201702170015,2017,2,17,0,153,Pakistan,6,South Asia,Orakzai district,33.697271,71.144852,"02/17/2017: Assailants opened fire on a Pakistan Army checkpost in Orakzai district, Federally Administered Tribal Areas, Pakistan. This was one of two attacks targeting checkposts in Orakzai on the same day. At least six assailants, including two suicide bombers, and two soldiers were killed in the ensuing clash. No group claimed responsibility; however, sources attributed the incidents to the Khorasan Chapter of the Islamic State.",1,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Checkpost,153,Pakistan,-99,6,Explosives,Explosives-laden vests and Kalashnikov assault rifles were used in the attack.,4,0
201702170016,2017,2,17,0,153,Pakistan,6,South Asia,Orakzai district,33.697271,71.144852,"02/17/2017: Assailants opened fire on a Pakistan Army checkpost in Orakzai district, Federally Administered Tribal Areas, Pakistan. This was one of two attacks targeting checkposts in Orakzai on the same day. At least six assailants, including two suicide bombers, and two soldiers were killed in the ensuing clash. No group claimed responsibility; however, sources attributed the incidents to the Khorasan Chapter of the Islamic State.",1,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Checkpost,153,Pakistan,-99,6,Explosives,Explosives-laden vests and Kalashnikov assault rifles were used in the attack.,4,0
201702190034,2017,2,19,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/19/2017: Assailants shot and killed Shekeye, a National Intelligence and Security Service (NISA) officer, in Darkheynley neighborhood, Mogadishu, Somalia. No group claimed responsibility for the incident.",0,2,Armed Assault,2,Government (General),20,Intelligence,Soldier: Shekeye,182,Somalia,-99,5,Firearms,Pistols were used in the attack.,1,0
201702200025,2017,2,20,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/20/2017: Three assailants shot and killed a traditional elder and electoral delegate at his residence in Xamar Jidid neighborhood, Mogadishu, Banaadir, Somalia. Al-Shabaab claimed responsibility for the incident.",0,1,Assassination,2,Government (General),19,Election-related,Electoral Delegate: Abdi Ali Ibrahim,182,Somalia,3,5,Firearms,Three pistols were used in the attack.,1,0
201702220013,2017,2,22,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/22/2017: Assailants fired mortars that struck a residence in Wadajir neighborhood, Mogadishu, Banaadir, Somalia. At least four civilians were killed in the attack. No group claimed responsibility for the incident; however, authorities suspected that Al-Shabaab carried out the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,76,House/Apartment/Residence,Residence,182,Somalia,-99,6,Explosives,Mortars were used in the attack.,4,0
201702240002,2017,2,24,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/24/2017: Two assailants shot and killed Mohamed Omar, a National Intelligence and Security Agency (NISA) official, at a mosque in Waberi neighborhood, Mogadishu, Banaadir, Somalia. Al-Shabaab claimed responsibility for the attack.",0,1,Assassination,2,Government (General),20,Intelligence,Colonel: Mohamed Omar,182,Somalia,2,5,Firearms,Two pistols were used in the attack.,1,0
201702260008,2017,2,26,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/26/2017: Assailants opened fire on Abdiqadir Qasim Mursal in Dharkenley neighborhood, Mogadishu, Somalia. Mursal, a Speaker of the Federal Parliament official and former member of parliament, was killed in the assault. Al-Shabaab claimed responsibility for the attack.",0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)",Employee of Speaker of Parliament: Abdiqadir Qasim Mursal,182,Somalia,2,5,Firearms,Two pistols were used in the attack.,1,0
201703060014,2017,3,8,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"03/08/2017: Assailants opened fire on Hassan Moalim Takow in Sahan neighborhood, Mogadishu, Somalia. Takow, a local government head, was killed in the assault. Al-Shabaab claimed responsibility for the attack.",0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)",Head: Hassan Moalim Takow,182,Somalia,2,5,Firearms,Pistols were used in the attack.,1,0
201703060044,2017,3,6,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"03/06/2017: Assailants shot and killed Shamsa Haji, a municipal street cleaner, in Yaqshid neighborhood, Mogadishu, Somalia. No group claimed responsibility for the incident; however, an official attributed the attack to Al-Shabaab.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",Municipal Street Cleaner: Shamsa Haji,182,Somalia,-99,5,Firearms,Pistols were used in the attack.,1,0
201703080017,2017,3,8,0,95,Iraq,10,Middle East & North Africa,Al-Faris district,33.673248,44.361488,"03/08/2017: A suicide bomber was identified and killed before targeting Iraqi Army positions between Nahr Umm al-Yabis and Canal 25 in Al-Faris district, Saladin, Diyala, Iraq. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",1,3,Bombing/Explosion,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Positions,95,Iraq,1,6,Explosives,An explosives-laden belt and several grenades were used in the attack.,1,0
201703090010,2017,3,9,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"03/09/2017: Assailants shot and killed a municipal tax collector in Darkheynley neighborhood, Mogadishu, Somalia. No group claimed responsibility; however, sources suspected that the attack was carried out by Al-Shabaab.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",Tax Collector: Bashir Mohamed Mohamud,182,Somalia,2,5,Firearms,Pistols were used in the attack.,1,0
201703130012,2017,3,13,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"03/13/2017: A suicide bomber detonated an explosives-laden vehicle near the General Dhagabadan military barracks and the Sweet Factory in Wadajir neighborhood of Mogadishu, Banaadir, Somalia. In addition to the assailant, at least two civilians were injured in the blast. This was one of two related attacks in Mogadishu on this date. Al-Shabaab claimed responsibility for the incidents.",1,3,Bombing/Explosion,1,Business,5,Industrial/Textiles/Factory,Factory,182,Somalia,1,6,Explosives,An explosives-laden minibus was used in the attack.,1,2
201703140012,2017,3,14,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"03/14/2017: Assailants shot and killed Khanas, a tribal elder and electoral delegate, in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident.",0,1,Assassination,2,Government (General),19,Election-related,Electoral Delegate: Khanas,182,Somalia,-99,5,Firearms,Pistols were used in the attack.,1,0
201703150022,2017,3,15,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"03/15/2017: Assailants shot and killed Abdulle Hassan Mohamed, an electoral delegate, in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident.",0,1,Assassination,2,Government (General),19,Election-related,Electoral Delegate: Abdulle Hassan Mohamed,182,Somalia,-99,5,Firearms,Pistols were used in the attack.,1,0
201703160013,2017,3,16,0,92,India,6,South Asia,Kochwahi,20.554488,81.384601,"03/16/2017: Assailants opened fire on a Central Reserve Police Force (CRPF) road opening party (ROP) in Kochwahi, Chhattisgarh, India. At least two assailants were killed in the ensuing clash. In addition, two explosive devices were discovered and defused at the scene. No group claimed responsibility; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),Patrol,92,India,-99,6,Explosives,"Two 25-kilogram roadside bombs, a .315 rifle, and a country-made revolver were used in the attack.",2,0
201703250002,2017,3,25,0,19,Bangladesh,6,South Asia,Shibbari,24.26519,91.716521,"03/25/2017: An explosive device detonated targeting police officers and bystanders witnessing a security operation in Shibbari, Sylhet, Bangladesh. This was one of two coordinated bombings in the area on this date. At least seven people, including a Rapid Action Battalion (RAB) intelligence chief, were killed and 38 people were injured across both blasts. The Islamic State in Bangladesh claimed responsibility for the incidents; however, authorities questioned the veracity of this claim and suspected that Jama'atul Mujahideen Bangladesh (JMB) carried out the attacks.",0,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Officers,19,Bangladesh,-99,6,Explosives,An explosive device planted inside a bag of produce was used in the attack.,3,19
201703250012,2017,3,25,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"03/25/2017: Two assailants shot and killed Mukhtar Mohamed Kheyre, a Ministry of Education employee, in Xamar Jabjab neighborhood, Mogadishu, Somalia. No group claimed responsibility for the attack.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",Employee: Mukhtar Mohamed Kheyre,182,Somalia,-99,5,Firearms,Pistols were used in the attack.,1,0
201703280020,2017,3,28,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"03/28/2017: Assailants opened fire on National Intelligence and Security Agency (NISA) personnel in Bondhere neighborhood, Mogadishu, Somalia. One security member was killed and another member was injured in the attack. No group claimed responsibility for the incident; however, attributed the attack to Al-Shabaab.",0,2,Armed Assault,2,Government (General),20,Intelligence,Personnel,182,Somalia,-99,5,Firearms,Pistols were used in the attack.,1,1
201704010012,2017,4,1,0,182,Somalia,11,Sub-Saharan Africa,Caddow Dibille,2.086154,45.071129,"04/01/2017: Two explosive devices detonated near an African Union Mission in Somalia (AMISOM) convoy in Caddow Dibille, Lower Shebelle, Somalia. At least four soldiers were killed in the blast. This was one of two incidents targeting AMISOM convoys in Afgoye district on the same day. Al-Shabaab claimed responsibility for the attack.",0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Convoy,422,International,-99,6,Explosives,A remote-controlled roadside bomb was used in the attack.,4,0
201704030015,2017,4,3,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"04/03/2017: Assailants shot and killed a civilian in Warta Nabada neighborhood, Mogadishu, Somalia. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,Civilian: Halima Abdi Heyle,182,Somalia,2,5,Firearms,Two pistols were used in the attack.,1,0
201704090036,2017,4,9,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"04/09/2017: Assailants shot and killed a Somali Armed Forces (SAF) solider at Bakara market in Mogadishu, Somalia. No group claimed responsibility for the attack.",0,2,Armed Assault,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldier,182,Somalia,-99,5,Firearms,Pistols were used in the attack.,1,0
201704100002,2017,4,10,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"04/10/2017: A suicide bomber detonated at a Somali National Army (SNA) base in Wadajir neighborhood, Mogadishu, Somalia. In addition to the assailant, at least 13 soldiers were killed and 12 other soldiers were injured in the blast. Al-Shabaab claimed responsibility for the attack.",1,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Base,182,Somalia,1,6,Explosives,An explosives-laden vest was used in the attack.,14,12
201704100003,2017,4,10,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"04/10/2017: An explosive device planted in the vehicle of a Somali Ministry of Education employee detonated in Xamar Weyne neighborhood, Mogadishu, Somalia. The employee was killed in the blast. No group claimed responsibility for the attack; however, sources attributed the attack to Al-Shabaab.",0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)",Vehicle of Employee: Abdulkadir Osman,182,Somalia,-99,6,Explosives,A remote-controlled explosive device attached to a vehicle was used in the attack.,1,0
201704100018,2017,4,10,0,4,Afghanistan,6,South Asia,Marko Bazaar,34.187222,70.823056,"04/10/2017: A suicide bomber detonated an explosives-laden vehicle targeting a counter-narcotics team in Marko Bazaar, Nangarhar, Afghanistan. The assailant was the only reported casualty. No group claimed responsibility for the incident.",1,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Team,4,Afghanistan,1,6,Explosives,An explosives-laden Suzuki Alto vehicle was used in the attack.,1,0
201704130004,2017,4,13,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"04/13/2017: Assailants shot and killed Shire Dongale, a tribal elder and electoral delegate, in Labadhagax area, Mogadishu, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,Assassination,2,Government (General),19,Election-related,Electoral Delegate: Shire Dongale,182,Somalia,2,5,Firearms,Pistols were used in the attack.,1,0
201704150004,2017,4,15,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"04/15/2017: Assailants opened fire on Muhammad Ahmad Ali, a presidential palace official, in Mogadishu, Somalia. Ali and his companion were killed in the attack. No group claimed responsibility for the incident.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",Official: Muhammad Ahmad Ali,182,Somalia,2,5,Firearms,Two pistols were used in the attack.,2,0
